fix_name,latitude,longitude
HENIP,36.952375,-75.887708
HENRA,39.099931,-76.890672
HENRK,38.088831,-71.770111
HENRX,38.755936,-77.369003
HENYY,40.0995,-74.827222
HEPIT,44.607725,-73.443036
HEPKA,39.850097,-75.348522
HEPLA,35.893408,-78.678844
HEPOP,40.973722,-76.510983
HEPVO,41.861639,-76.223608
HERBA,42.243136,-78.2744
HERBJ,44.165981,-68.693492
HERCC,37.234903,-72.236158
HERDA,40.63105,-77.247767
HERDI,40.640264,-79.818894
HEREK,40.4276,-73.502658
HERKI,48.992281,-57.134147
HERKK,42.019289,-72.691919
HERMA,42.138278,-79.474908
HERON,55.343136,-5.0
HEROO,38.627061,-77.106186
HEROR,36.314861,-79.831689
HESEE,38.499097,-79.495264
HESGI,39.691506,-77.857447
HESIN,41.097189,-74.392047
HESKO,42.808461,-71.569233
HESKU,38.134144,-78.876975
HESLO,38.891006,-77.075458
HESOD,42.790525,-75.603333
HESRA,53.892639,-9.055167
HESUV,37.206222,-78.145833
HETEL,43.022697,-76.152514
HETHN,45.471328,-63.201778
HETJA,63.427083,-19.867953
HEVAB,41.128244,-73.753689
HEVED,36.184103,-79.850689
HEVHO,36.904153,-75.938842
HEVID,39.436644,-77.856853
HEVIR,39.574036,-76.980039
HEVNO,40.857814,-77.871092
HEVNU,40.900514,-74.032042
HEVSO,36.616133,-79.322172
HEVUR,44.145167,-69.071222
HEWFY,40.042164,-75.587972
HEWMO,42.187653,-70.735036
HEXEF,41.045792,-72.806031
HEXPO,53.981417,-8.209778
HG09F,50.943153,-2.811367
HG09I,50.945142,-2.909014
HG27F,50.936892,-2.503697
HG27I,50.934736,-2.398156
HGM01,50.942286,-2.768897
HGM02,50.884811,-2.720122
HGM03,50.937964,-2.556456
HGM04,50.88285,-2.610756
HHANK,37.989033,-77.638919
HHEAD,57.330278,-1.954722
HHEPP,42.527981,-72.777683
HHIGH,41.692147,-71.318964
HHOBB,36.881139,-75.841836
HHOLZ,38.633878,-79.692561
HHOTT,41.80025,-71.910983
HI02F,50.863633,-1.404981
HIBAN,37.417342,-79.843175
HIBBY,41.453492,-73.812036
HIBOB,44.603433,-69.138789
HIBOM,37.7813,-77.395717
HIBTU,46.274636,-67.659508
HICOD,38.145556,-7.674167
HIDAL,42.263939,-73.498222
HIDID,43.703856,-71.713581
HIDRA,44.5,-13.0
HIDRI,42.594267,-71.537003
HIDUB,42.893756,-78.891106
HIFAL,39.972,-75.1746
HIFLY,39.168856,-76.076675
HIFRE,39.216225,-77.730986
HIGAL,37.315186,-76.714386
HIGAM,41.965717,-72.725189
HIGDI,36.005725,-78.688975
HIGPO,38.371136,-77.372214
HIGRU,35.603647,-77.858453
HIICH,38.711481,-77.725339
HIIDY,40.418506,-73.855672
HIJOK,37.249006,-79.164511
HIKOD,43.558875,-70.981525
HIKPO,39.728342,-75.597039
HIKSO,41.186139,-69.965778
HIKTY,38.714806,-79.247303
HIKUB,36.133328,-79.890711
HILAB,43.420708,-73.965522
HILBY,39.944147,-74.853625
HILDA,42.105533,-72.622808
HILKI,40.859044,-74.483072
HILMA,39.076636,-76.944017
HILNU,38.876656,-76.012214
HILOG,40.313217,-74.907144
HILOK,40.761994,-74.083886
HILRY,40.884417,-69.566361
HIMAB,40.722717,-78.067308
HIMAR,40.484408,-74.411772
HIMBA,37.893431,-75.649125
HIMBI,37.450753,-75.885542
HIMDA,39.953764,-74.268431
HIMUT,42.477239,-73.152347
HINDU,40.376883,-75.478572
HINED,44.900317,-74.555594
HINGE,57.408889,-64.999167
HINOT,45.000744,-70.185603
HINTO,40.147058,-76.641664
HINUD,45.654219,-69.922475
HIPMA,38.992786,-76.421808
HIRBO,40.790467,-73.302914
HIRCK,38.730931,-77.499361
HIRER,43.423517,-72.354939
HIRIM,44.29335,-69.653219
HIRIN,42.869131,-78.822961
HIRKA,41.419358,-71.963564
HIRMN,43.933886,-70.840767
HIROY,39.475342,-79.408858
HIRSI,39.484631,-75.695842
HIRTI,40.154822,-75.140283
HISAM,36.937403,-76.396378
HITAN,37.249569,-77.43025
HITEK,38.688611,-76.935833
HITOR,49.085,-61.7
HITOX,43.042008,-77.877933
HITVA,42.83535,-72.261978
HIVAR,38.941842,-76.232433
HIVDO,36.753194,-79.272303
HIVRI,40.869439,-72.933747
HIVUX,44.415039,-73.068967
HMBGR,38.9439,-76.616411
HN18M,64.320431,-15.260806
HN36F,64.195314,-15.174978
HN36M,64.277786,-15.217981
HN401,64.495683,-15.615803
HN402,64.458275,-15.539469
HN501,64.064289,-15.107197
HNDRK,44.437361,-74.157636
HNF18,64.409683,-15.44075
HNI18,64.572517,-15.7735
HNNAH,40.470203,-74.043506
HNOVR,42.535397,-70.829958
HNTTR,40.425603,-74.186597
HOAGE,39.1286,-78.086781
HOBAM,40.976158,-73.615792
HOBET,41.555144,-71.245889
HOBKA,43.071558,-76.767742
HOBLU,36.614156,-76.206175
HOBOH,36.701992,-72.541922
HOBVU,35.893506,-77.161278
HOCLE,48.789856,-64.885569
HODAB,40.398594,-74.713278
HODOR,35.528431,-77.898278
HODSA,44.999844,-74.789742
HODVU,41.679322,-71.459908
HODWU,52.935258,-0.321178
HOFFI,40.800961,-72.461658
HOGDI,40.846031,-74.069719
HOGLU,44.404072,-73.351514
HOGOK,43.998208,-70.315697
HOGUL,40.994114,-76.130594
HOIST,55.033333,-57.0
HOJPA,35.913206,-79.375467
HOKDU,42.345536,-70.565503
HOKEL,41.402908,-70.253417
HOKIB,36.896733,-76.209922
HOKIR,40.655597,-74.550881
HOKMI,41.864239,-71.573
HOKMU,35.185164,-78.854597
HOKSU,41.831214,-79.903286
HOKVA,42.580347,-75.523269
HOKVU,44.793436,-75.797222
HOLBY,51.526083,-0.118653
HOLEM,40.865706,-74.510383
HOLEY,39.971586,-74.826878
HOLIB,44.808189,-70.658956
HOLIO,38.664681,-76.640206
HOLLY,50.886667,-0.095
HOLND,37.106089,-75.890831
HOLOE,39.7141,-78.660886
HOLSA,41.517817,-79.735169
HOLUR,40.802728,-74.193878
HOLZZ,41.585486,-74.235111
HOMEE,40.510189,-79.403525
HOMEY,41.871628,-72.596508
HOMFY,35.079042,-79.23405
HOMGI,44.073058,-72.184722
HOMGU,36.610903,-79.972433
HOMUB,36.948364,-78.188611
HOMUN,43.705131,-72.209528
HOMUX,42.644478,-70.980325
HOMWE,40.249614,-75.070106
HON27,52.728408,-2.0887
HON29,51.898344,-1.426239
HON30,52.74905,-1.157156
HON58,53.212947,-2.398681
HON60,51.5449,-2.605125
HON62,51.613325,-2.811339
HON63,51.445503,-2.502831
HON65,51.580236,-2.891244
HONIB,44.325064,-72.915333
HONLU,41.191406,-78.627517
HONNR,39.246275,-79.235808
HONTA,37.419728,-78.398192
HOOCH,39.921981,-75.25315
HOODE,38.455997,-78.180464
HOOKZ,35.280331,-78.924192
HOOOK,39.070892,-76.440789
HOOTE,36.653372,-79.984889
HOOTH,40.979028,-74.067164
HOPAT,40.887625,-74.641325
HOPCE,41.311847,-74.716861
HOPEA,40.690481,-73.899258
HOPED,40.871442,-74.869097
HOPEE,38.890375,-76.857881
HOPIM,35.446589,-77.740089
HOPMU,44.507372,-69.916486
HOPRZ,36.269308,-79.587058
HOPTU,41.780936,-71.036014
HOPUL,42.136631,-71.51995
HORAN,36.608342,-77.223408
HORAX,41.227397,-70.800044
HORBO,40.101739,-74.245481
HORDE,40.354317,-74.881036
HORKU,35.055403,-77.089294
HORME,53.274533,-0.424536
HORNE,42.389236,-77.587831
HORNR,37.618731,-77.398111
HOROW,44.775717,-63.758581
HORTO,39.117917,-77.463694
HORVI,40.199442,-76.920308
HOSBE,40.736561,-74.473442
HOSEP,44.999689,-68.798817
HOSFE,37.898039,-79.945189
HOSKR,40.084428,-75.548925
HOSTT,39.317719,-77.461633
HOSWA,65.370828,-13.653678
HOTEE,40.343333,-76.493611
HOTOX,40.700558,-76.376611
HOTSU,43.279836,-75.472161
HOTTZ,38.78105,-75.664961
HOTVU,42.154403,-71.313208
HOTXI,51.251764,-2.0
HOUKY,37.332217,-77.132675
HOUNT,47.032036,-55.132147
HOUTN,40.337689,-75.827339
HOVIB,40.036211,-79.73595
HOVOB,44.351392,-71.893678
HOWIE,39.582728,-74.652769
HOWLL,38.448189,-77.299933
HOWYA,40.593444,-74.231419
HOWYU,38.477633,-75.233656
HOXAG,42.194608,-76.217394
HOXEB,46.686722,-67.95545
HOXIE,41.865011,-77.852606
HOXQU,39.037792,-74.905928
HOXUB,44.181636,-72.027425
HOXUD,41.579617,-69.966478
HOZIR,43.100997,-79.034797
HR400,38.410508,-28.852978
HR401,38.389644,-28.807083
HR402,38.382736,-28.787111
HR404,38.366786,-28.722697
HR406,38.519989,-28.693225
HR408,38.519461,-28.816303
HR409,38.468969,-28.889436
HR420,38.458881,-28.851478
HR422,38.448928,-28.752631
HR424,38.464186,-28.724714
HR426,38.510786,-28.639317
HR428,38.609414,-28.457822
HR430,38.625861,-28.425953
HR434,38.564736,-28.897319
HR436,38.652556,-28.807858
HR438,38.626083,-28.494594
HR440,38.645625,-28.385672
HR452,38.519164,-28.875339
HR453,38.525639,-28.921492
HR454,38.562206,-28.981458
HR456,38.589544,-29.005839
HR460,38.347906,-28.715339
HR506,38.519625,-28.781114
HR508,38.520247,-28.617961
HR510,38.566161,-28.537531
HR512,38.653236,-28.608136
HR522,38.537806,-28.560842
HR524,38.560914,-28.528733
HR526,38.596361,-28.479417
HR528,38.61465,-28.448778
HR536,38.490044,-28.559256
HR538,38.467075,-28.546642
HR540,38.382497,-28.425486
HR541,38.511389,-29.026944
HR543,38.720322,-29.161125
HR544,38.565,-29.146978
HR545,38.405311,-28.597453
HR546,38.465583,-28.554317
HR548,38.423253,-28.639792
HR550,38.447889,-28.724611
HR552,38.47095,-28.804256
HR554,38.428222,-28.583036
HR556,38.374481,-28.688089
HR558,38.362789,-28.738161
HR560,38.362797,-28.780544
HRALD,42.380072,-71.257978
HRC01,38.758753,-28.476044
HRC02,38.586194,-28.816822
HRC05,38.482758,-28.816017
HRC06,38.441575,-28.692747
HRC08,38.619947,-28.876208
HRC09,38.461069,-28.81585
HRC10,38.586981,-28.6183
HRC11,38.473197,-28.336136
HRC12,38.470194,-28.617711
HRC13,38.526444,-28.371147
HRC14,38.441211,-28.780544
HRC16,38.496861,-28.795053
HRC17,38.457542,-28.757222
HRC18,38.434925,-28.738119
HRC19,38.059294,-27.978136
HRSST,35.566625,-79.114381
HSBRO,41.788283,-71.372386
HSKEL,43.653561,-71.047739
HTOAD,40.959583,-72.210586
HUBDO,40.173025,-77.298625
HUBIR,42.334714,-70.964886
HUBIT,40.59855,-79.420242
HUBNI,42.976281,-77.702833
HUBTU,42.462903,-76.417033
HUDAG,42.160742,-70.584686
HUDEN,43.117372,-76.670914
HUDEX,39.499761,-75.2419
HUDON,40.559542,-78.037283
HUDOP,41.821139,-70.345233
HUDPO,42.034397,-70.760875
HUDRI,45.013011,-68.638503
HUDSN,40.791036,-73.985539
HUEYP,39.387633,-76.723414
HUF02,65.838056,-17.4833
HUFEE,42.354303,-70.893986
HUFFF,38.561972,-77.835342
HUGEE,36.703611,-75.872808
HUGGZ,39.241225,-77.601633
HUGIE,41.898133,-75.591767
HUI02,65.715456,-17.543853
HUKOR,35.405089,-77.530317
HULAN,35.048097,-77.053503
HULBI,40.818369,-73.954178
HULBU,52.893486,-0.703075
HULDO,40.352447,-79.835733
HULEM,41.561728,-71.378794
HULEP,40.638561,-73.795042
HULIP,35.129658,-75.808867
HULIV,39.701447,-77.780969
HULKK,39.969083,-74.954431
HULRO,41.235394,-76.490792
HULTN,46.039525,-67.833906
HULVI,39.024089,-76.864239
HUMAL,37.182006,-76.855108
HUMAX,46.690381,-68.016128
HUMEL,40.192361,-75.928147
HUMEP,42.072311,-73.323397
HUMIV,36.781883,-76.493244
HUMOM,41.442908,-73.127544
HUNEE,41.873111,-72.773656
HUNKY,39.4585,-77.353972
HUNNN,39.08975,-76.881764
HUNNR,38.114322,-76.677842
HUNUL,35.716917,-78.296717
HUNUX,44.115806,-68.785894
HUO51,42.063056,-75.316283
HUPUM,43.988747,-75.937175
HURBE,42.460761,-70.851956
HUREX,41.820519,-71.900628
HURIC,35.938247,-78.115928
HURLE,37.733636,-77.545044
HURLY,42.588747,-72.291778
HURPI,38.721581,-79.561353
HURPU,40.198158,-76.553775
HURTA,42.922208,-77.925433
HURTI,43.285678,-76.304144
HURTT,37.099261,-79.333047
HURTZ,39.157786,-76.398967
HUSAT,43.483908,-70.050275
HUSAV,44.540519,-72.670153
HUSEL,39.164333,-77.357667
HUSVU,40.029872,-78.188064
HUT02,66.181189,-17.309864
HUTIN,42.468022,-72.101308
HUTMO,40.718189,-74.415883
HUTOD,41.053289,-76.822347
HUTOO,39.100561,-76.922269
HUTUB,41.769617,-71.472422
HUTUM,38.7579,-78.643908
HUVIG,43.036367,-72.790108
HUVIR,44.143108,-68.954636
HUVOX,38.854625,-75.2236
HUVUX,41.760403,-72.103583
HUXET,40.983936,-77.614742
HUXOL,36.964531,-76.103381
HVNNN,38.291425,-77.088778
HWANG,40.409056,-76.3303
HWYYN,43.274197,-79.078819
HYALO,39.273975,-77.344158
HYATT,41.023464,-76.665094
HYILL,39.982622,-75.283336
HYLAN,40.583439,-74.091253
HYLND,42.780867,-71.2753
HYPAL,37.057564,-75.745303
HYPER,39.683933,-77.225094
HYTRA,38.292197,-76.413833
I07RY,48.386139,-4.689667
IA01A,51.476739,-0.512086
IA01B,51.476892,-0.498903
IAA00,51.47705,-0.485014
IAFSD,65.965892,-18.152925
IB07R,48.398611,-4.63525
IBACO,36.710528,-3.927639
IBAXU,53.318614,-3.167336
IBB01,51.464206,-0.495581
IBD11,44.873778,-0.931611
IBD23,44.987806,-0.487111
IBD29,44.763917,-0.409
IBDUK,51.689714,-2.199094
IBERG,49.0,-52.0
IBERO,41.345556,-7.919722
IBEYU,43.113836,-70.664736
IBG05,45.547722,-0.492917
IBG08,45.646306,-0.521389
IBG23,45.77025,-0.119083
IBG26,45.678722,-0.105028
IBGON,51.013122,-0.799578
IBH09,46.18525,-1.405944
IBH27,46.170278,-0.903722
IBIDO,40.884722,-10.186667
IBISO,55.364747,-5.244069
IBISU,47.092278,-4.638778
IBIYU,41.064853,-74.775644
IBIZO,36.929444,-4.837778
IBLEX,48.121944,-2.626667
IBLOB,55.531061,-4.940706
IBN25,46.390833,-0.124194
IBNID,50.528808,-1.785683
IBODY,36.128344,-79.348358
IBOLU,56.386111,-3.134167
IBP31,43.268667,-0.207833
IBRAR,53.531744,-3.686353
IBREM,53.983039,-3.293503
IBROD,56.5,-10.0
IBS27,44.365583,-0.934972
IBUNY,44.195481,-70.541083
IBUWE,35.451094,-78.659581
IBVIM,56.384306,-2.694228
IBXAL,37.048247,-76.982339
IBZ09,43.465944,-1.737611
IBZ27,43.470833,-1.262028
IC06Y,44.456556,-1.288889
IC06Z,44.433556,-1.337167
IC24Y,44.611083,-0.961833
IC24Z,44.624667,-0.932861
ICACO,37.506181,-77.039297
ICARA,41.847325,-70.907558
ICBIB,53.866472,-9.189861
ICCEY,39.5078,-71.708
ICCIN,51.660222,-2.74965
ICCOR,36.724828,-78.497561
ICDUV,36.635708,-77.423628
ICENO,38.798889,-77.574722
ICHAN,52.672219,-0.152033
ICIYU,39.255078,-77.100108
ICJOL,53.006797,-0.784867
ICKON,53.343139,-6.355806
ICNAK,38.306611,-79.000958
ICOPA,42.979969,-73.938281
ICOSA,51.630025,-3.869483
ICTAM,51.527047,-1.163367
ICY28,45.599139,-0.748389
ID05Y,44.882667,-0.852083
ID05Z,44.719639,-0.870611
IDATE,47.160536,-68.546469
IDBAN,51.846917,-8.887111
IDBID,39.278222,-8.016667
IDBOV,45.854694,-3.326333
IDDAA,35.18475,-79.991858
IDDAH,54.012294,-0.968883
IDEAR,41.830611,-71.336739
IDEED,42.909964,-70.686414
IDEVU,39.576944,-3.400278
IDEXA,53.470556,-5.164167
IDIKE,41.874233,-71.53135
IDKER,43.643944,-3.662
IDKOL,54.095278,-1.995833
IDLIP,37.013611,-7.975
IDMEB,35.475181,-3.886517
IDN12,45.986889,-1.201083
IDN30,45.782694,-0.744417
IDNIR,64.627522,-15.628575
IDNUN,47.10725,-2.553167
IDOBO,42.943694,-1.77325
IDOCO,41.923425,-72.667286
IDOCU,48.459722,-4.385833
IDOGE,36.931336,-76.215864
IDONE,37.405378,-77.234733
IDORE,39.397639,-77.568386
IDOTU,43.334083,-8.674056
IDRIK,47.599722,-3.641389
IDTEK,38.831236,-77.014092
IDUME,41.240886,-77.082789
IDUSE,40.089703,-78.397336
IDWAP,36.218283,-76.570136
IDWIZ,38.770278,-9.495556
IDWUN,40.693519,-76.261739
IEC05,48.3825,-5.214167
IEC23,48.5425,-4.914833
IEY14,46.850611,-2.545694
IEY32,46.583417,-2.239028
IFADY,41.118839,-73.746464
IFASA,43.174056,-2.566194
IFAVU,37.991883,-79.451586
IFBAP,53.541889,-6.668389
IFESO,37.559706,-76.446725
IFFEN,48.121944,-2.086111
IFFLY,38.675278,-73.943889
IFIZE,43.479456,-76.198236
IFK26,46.456056,-0.564056
IFKIF,49.6,-0.133333
IFKIN,36.229514,-79.071961
IFPIG,37.701803,-77.472347
IGANE,37.239722,-77.288703
IGEDE,37.249175,-78.170142
IGEFY,44.366014,-68.685
IGGGY,39.288244,-78.369806
IGGLE,39.635944,-75.302931
IGIDE,40.595839,-73.653881
IGIKE,43.891167,-73.414989
IGOCI,40.449411,-79.172894
IGRUH,43.116153,-78.260836
IGRUL,44.987153,-65.271919
IGRUT,48.247661,-53.987589
IGSAK,47.449144,-79.310669
IGSAL,48.584417,-71.897533
IGSAN,48.7678,-72.138106
IGSAP,44.517069,-77.679494
IGSEB,43.905,-77.33
IGSEK,48.663897,-78.4382
IGSEP,47.993517,-65.211711
IGSIB,55.131194,-59.014781
IGSIL,44.1487,-76.594808
IGSIM,44.890228,-79.284775
IGSOG,44.192772,-78.093808
IGSUB,47.694914,-79.848956
IGSUK,50.209297,-66.677019
IGSUX,43.785658,-79.339383
IGTAD,45.495419,-75.485253
IGTAP,60.858239,-78.010139
IGTEG,56.379861,-61.763069
IGTER,46.391389,-71.801111
IGTEX,49.133822,-57.490911
IGTIL,43.744642,-79.888389
IGTIT,56.374281,-61.757675
IGTOG,47.623289,-68.686486
IGTOK,48.315044,-53.828467
IGTUL,43.61,-79.218889
IGTUP,53.711856,-56.720656
IGVAL,45.764794,-72.651208
IGVAP,43.558303,-79.831708
IGVAR,50.424789,-59.735592
IGVAT,45.655678,-61.120981
IGVEB,45.437197,-72.650103
IGVEM,48.170464,-70.760953
IGVIL,45.157822,-79.233553
IGVIM,56.474989,-79.556583
IGVIN,53.082681,-67.106433
IGVIR,45.090972,-74.586239
IGVOK,53.382189,-55.541536
IGVOP,45.058686,-63.644414
IGVOT,56.561131,-61.676219
IGVUB,48.445675,-68.549989
IGVUD,44.839533,-75.468678
IGVUP,43.746022,-66.337881
IHEYA,43.517733,-71.601156
IHHUB,41.187608,-70.521578
IHOBB,42.728125,-71.486572
IHXOK,41.702539,-71.001289
IILEN,42.5207,-76.205489
IJADE,35.308431,-78.805511
IJALA,51.282847,-6.431508
IJHEV,44.315344,-72.928142
IJR08,47.525694,-0.634444
IKAVE,46.917944,-68.031311
IKAXE,41.182286,-73.771125
IKBAM,43.585819,-79.489192
IKBAV,45.234294,-72.803256
IKBEB,45.406558,-76.476164
IKBEL,45.815989,-74.703081
IKBEP,45.393703,-73.141214
IKBER,72.857964,-77.976336
IKBEX,44.377169,-77.379197
IKBIB,58.707278,-65.989667
IKBIM,46.777994,-71.284006
IKBIP,47.377403,-61.870764
IKBOG,44.177297,-77.245964
IKBOK,45.97625,-70.892233
IKBOL,52.608475,-72.383225
IKBOT,52.771033,-75.782364
IKBUG,48.990753,-79.210522
IKBUK,47.603664,-66.007522
IKBUN,48.8,-56.065556
IKBUT,46.052661,-64.8339
IKDAB,46.187661,-79.581619
IKDAG,52.052925,-78.546472
IKDAK,52.515606,-56.133928
IKDAL,46.576125,-67.711892
IKDEB,46.942525,-71.174931
IKDEG,47.736764,-65.494125
IKDEM,45.920675,-64.775583
IKDET,44.651922,-66.866797
IKDEV,62.057881,-75.698325
IKDIM,48.604528,-71.121006
IKDIR,43.798003,-79.483722
IKDIT,52.888342,-66.844372
IKDIX,48.739244,-54.491747
IKDOB,48.233906,-77.834672
IKDOD,45.427147,-66.0073
IKDOR,51.537039,-78.645333
IKDUK,49.750372,-74.545817
IKDUL,46.110031,-64.588183
IKDUN,43.967308,-77.784322
IKDUR,56.269828,-62.400333
IKDUT,51.558072,-56.039531
IKEWI,41.003386,-73.658139
IKEXE,44.978597,-69.076656
IKGAB,44.72045,-73.663381
IKGEF,51.581728,-0.767883
IKGIC,53.967139,-8.467472
IKILY,41.067775,-73.554661
IKLAT,48.7477,-78.395583
IKLAX,44.993333,-75.746667
IKLEL,58.147808,-68.3299
IKLEN,44.056111,-79.680278
IKLEP,66.079106,-66.18505
IKLEV,59.37225,-69.559331
IKLIR,43.145703,-79.25425
IKLIV,46.733956,-71.51705
IKLOG,43.9627,-78.855906
IKLUK,45.719444,-73.019167
IKLUL,55.900808,-60.898958
IKLUV,43.071292,-79.822981
IKLUX,44.074767,-79.499731
IKMAD,46.187044,-63.148231
IKMAK,47.798011,-52.655681
IKMAN,62.5,-63.0
IKMEX,43.479681,-79.384417
IKMIK,46.308333,-71.67
IKMIR,46.737861,-67.350931
IKMOB,53.574933,-64.185842
IKMOL,46.692797,-75.512358
IKMOM,64.189925,-76.092611
IKMOW,44.944947,-69.1643
IKMUK,48.611242,-72.528292
IKMUN,45.529167,-72.892222
IKMUP,51.5915,-78.548294
IKNAR,47.193178,-74.158717
IKNAV,42.961944,-78.967778
IKNIB,49.254233,-57.322256
IKNIP,51.3763,-58.770369
IKNOD,48.137472,-79.045419
IKNOG,65.904444,-58.583611
IKNOX,46.343075,-63.38955
IKNUG,66.329231,-65.585489
IKNUP,46.36095,-63.230764
IKPAK,51.285861,-58.677028
IKTOW,35.402983,-79.185517
IKUGE,39.145206,-75.462581
IKURO,46.297639,-63.119683
IL01A,51.4655,-0.421383
IL01B,51.465361,-0.434622
ILABI,48.720089,-67.667894
ILACI,41.166853,-71.593189
ILAKA,52.691042,-75.744592
ILANI,43.489883,-79.931164
ILARO,53.632333,-77.375053
ILAVO,55.943722,-61.350639
ILAXU,53.274122,-60.506994
ILEBU,45.352847,-75.583244
ILECO,48.9,-4.763889
ILEDO,46.030847,-64.833597
ILEGU,45.418611,-73.810278
ILEKI,48.231261,-78.472658
ILEMU,45.254167,-76.878889
ILENE,40.145858,-75.274519
ILENI,48.796756,-64.159311
ILEPO,46.343406,-75.960494
ILERO,45.869414,-71.482642
ILEVU,44.838919,-64.726917
ILEXU,48.769761,-64.558114
ILGEZ,42.221742,-73.894011
ILIGI,53.780267,-72.537414
ILIKI,45.437125,-75.752372
ILIKO,45.293003,-75.620667
ILILA,45.183792,-72.8371
ILIMA,53.603306,-59.7156
ILIMO,43.355164,-79.205775
ILINE,39.563353,-76.140281
ILIPA,51.667569,-76.266461
ILIRO,46.645283,-64.542631
ILIXU,43.955917,-77.358547
ILL02,51.465633,-0.408167
ILLGO,35.183333,-74.666667
ILLID,41.060003,-73.7014
ILLIW,40.009394,-76.530214
ILOBO,50.044431,-79.756669
ILOGI,45.493794,-75.806581
ILOGO,46.020031,-70.827614
ILOKO,67.404975,-64.270892
ILOLO,46.497333,-74.745667
ILORU,47.371731,-67.828042
ILOSI,47.604647,-67.562831
ILOTA,44.853392,-63.831867
ILOXI,48.450858,-68.395714
ILTEC,48.8905,-5.992278
ILTOJ,36.117247,-77.164839
ILUBO,45.385697,-75.597528
ILUGA,49.558761,-57.490414
ILUGO,50.320936,-73.379742
ILUMO,46.880836,-67.023006
ILUPI,60.976861,-77.931131
ILURO,46.474914,-72.429944
ILURU,52.693836,-76.220156
ILUSI,44.146389,-78.932222
ILUVO,47.679858,-69.834742
ILUXI,53.060436,-79.147875
ILVER,40.734892,-76.015106
ILZIC,50.588531,-3.645611
ILZID,44.181547,-69.570894
IMABU,46.057536,-64.595717
IMADO,51.410481,-58.649064
IMAGO,45.656378,-72.470597
IMAMA,46.735975,-67.78915
IMAME,41.193617,-74.251106
IMAMO,48.996681,-54.791331
IMANO,44.933072,-63.596369
IMAPA,46.715181,-66.522375
IMASE,37.686894,-77.273
IMASI,49.672203,-77.658061
IMAXA,45.389078,-63.584897
IMEBA,44.249444,-79.054444
IMEBO,48.911906,-67.20095
IMEGO,51.203083,-58.659064
IMELI,46.229481,-79.259156
IMELL,36.927222,-74.534444
IMELO,45.618256,-61.650089
IMEMO,43.988147,-78.831258
IMENI,53.913831,-79.146103
IMEPI,45.654231,-73.209961
IMERO,46.248922,-64.5054
IMESA,44.933647,-63.662475
IMETI,47.243789,-67.499992
IMEXO,53.695194,-77.982511
IMFIZ,53.265486,-0.283483
IMHEM,39.217472,-78.24375
IMIBE,42.049864,-73.991331
IMIDO,48.528533,-68.304403
IMILE,38.783611,-27.113611
IMIPA,45.278739,-75.527464
IMIRU,44.846097,-76.104264
IMIYU,38.475472,-78.668569
IMOGA,53.579564,-75.902911
IMOPA,47.375136,-61.875119
IMORE,36.873239,-75.953022
IMORI,46.705308,-71.626261
IMOSA,46.894444,-55.856944
IMOTO,58.791917,-69.812739
IMOVA,46.764364,-71.702786
IMUGE,36.333967,-79.080203
IMULA,48.289225,-77.857114
IMULE,39.876461,-74.185997
IMUMA,44.013156,-66.187772
IMUNI,53.64645,-76.494194
IMUVA,58.189208,-68.046072
IMUVI,50.248833,-63.713833
IMUXI,45.168047,-72.874731
IMVUR,51.174694,-0.532333
IMZID,48.932778,-1.499167
IN40A,56.8834,-4.20515
IN40B,57.881756,-5.110303
IN40C,57.388506,-2.840236
INADY,42.209608,-75.614203
INBAB,45.573611,-3.81
INBAN,64.833333,-50.0
INBIG,40.0825,-8.876667
INBOM,40.001919,-8.302003
INBOX,38.368333,-33.363611
INBUL,38.495278,-30.0
INCEF,45.518333,-4.960556
INDEL,42.455889,-2.705028
INDIN,65.442381,-16.819408
INDOX,51.310986,-1.020567
INFEC,51.543814,-4.191942
INGAN,64.562222,-24.4875
INGOR,49.364444,-0.25
INGOX,64.20425,-22.290353
INGRD,44.293264,-74.297661
INGUB,65.537544,-36.662158
INGUM,71.881111,-66.281667
INGUR,51.711575,-2.860208
INJUN,35.013192,-79.116169
INKAL,36.612083,-3.866667
INKEK,50.648056,-0.535833
INKIT,41.180278,-7.890833
INKOB,53.871164,-4.404008
INKOW,43.396956,-71.62815
INKUR,53.597583,-7.391278
INLED,38.377222,-7.892778
INLIB,38.326622,-9.236239
INLYT,36.910889,-76.072617
INNDY,41.771997,-71.098869
INNER,36.782228,-76.070947
INNEZ,39.788597,-74.779322
INNOV,48.366111,-3.6025
INNUF,59.118169,-8.042986
INOFO,41.043969,-72.271019
INOPE,41.983917,-73.260561
INOSE,40.884867,-72.954103
INPAN,39.566111,-3.746111
INPAT,52.324056,-7.001222
INPIP,54.876539,-2.896139
INPIR,38.606667,-26.929167
INPOD,66.530044,-50.676411
INRAD,52.258,-9.150361
INREV,55.149289,-3.094294
INROX,45.643,-3.337667
INSAC,37.192681,-78.685408
INSAL,51.604611,-8.551139
INSCH,57.342778,-2.614167
INSID,42.275556,-7.094167
INTAX,39.59,-2.933889
INTOP,53.224278,-6.109
INVEB,53.346033,-2.572897
INVON,55.450608,-2.309964
IOA02,45.435097,-73.770294
IOH04,49.379,-0.133833
IOM38,53.711486,-3.892864
IOM41,53.680569,-3.818183
IONIA,42.601069,-73.757506
IOU21,47.221139,-0.781806
IOV14,48.222306,-0.963944
