fix_name,latitude,longitude
BRAND,40.035078,-74.735972
BRANT,36.174164,-79.838506
BRAYV,39.255125,-76.925653
BRBER,40.186078,-76.925247
BRDDA,40.456414,-75.561875
BRDLE,39.137633,-76.6378
BREEN,42.011622,-72.788206
BREIT,43.126508,-77.553806
BREKI,62.538333,-19.546667
BRERR,36.599144,-78.049833
BREZY,41.158253,-74.134906
BRGIT,42.556978,-70.697861
BRGNR,41.620989,-74.713861
BRICA,42.713672,-71.113469
BRIDG,47.146389,-59.271389
BRIEF,39.448669,-75.127692
BRIGG,53.553333,-0.486667
BRIGO,39.204006,-74.689311
BRIGZ,37.627931,-77.377125
BRIKE,36.504722,-5.416389
BRILA,39.398067,-77.142192
BRILL,49.7025,-2.389722
BRINE,38.607036,-76.863031
BRIPO,50.707631,-2.75
BRITO,41.079083,-2.078028
BRKLN,45.956192,-67.931931
BRLIN,44.633561,-71.1862
BRLSN,39.594108,-75.746014
BRLTN,44.397106,-73.182625
BRNAN,40.135278,-77.835194
BRNCH,39.032603,-76.981653
BRNDI,43.706003,-70.219592
BRNDN,39.497172,-79.530231
BRNTY,42.684139,-73.697961
BROAM,35.471536,-77.270536
BRODI,42.386936,-70.921744
BRODY,38.421,-77.467258
BROHR,40.844897,-73.877756
BROME,53.5,-67.0
BROML,40.171992,-76.639639
BRONC,42.514981,-71.722669
BROOD,42.768544,-75.326417
BROSK,36.247931,-79.794425
BROTH,35.503278,-77.114358
BROZE,35.923528,-77.181986
BRRET,41.364067,-72.013111
BRRKE,39.029942,-76.462594
BRRRO,42.33355,-70.801522
BRUCE,56.236403,-5.841136
BRUCY,38.375092,-79.565161
BRUIN,43.6664,-76.115547
BRUMI,52.377003,-2.005317
BRUNC,38.930803,-76.940067
BRUNL,42.455383,-70.627594
BRUSI,65.078889,-15.731111
BRUTL,38.732961,-77.505628
BRUWN,41.602689,-70.229392
BRVRY,39.222967,-78.963106
BRYCE,42.037956,-72.745103
BRYSL,42.805011,-71.245317
BRYTT,39.530569,-76.032714
BS270,44.284694,-1.122417
BS271,44.448917,-0.932722
BS272,44.282278,-0.937139
BS274,44.283167,-1.006722
BS27Z,44.368278,-1.140556
BSERK,39.790836,-75.219525
BSPUR,40.827428,-74.549381
BSTAF,39.727806,-79.932117
BT410,43.158472,-0.016556
BT420,43.126861,-0.032528
BTSEE,43.700258,-70.259264
BTWNG,38.776814,-77.027389
BUBAG,46.933472,-55.986611
BUBAK,45.407694,-73.995264
BUBAN,44.572778,-79.216667
BUBAX,48.102611,-65.561922
BUBBI,39.450914,-78.137419
BUBGE,40.804531,-74.203811
BUBID,61.640692,-73.659664
BUBIX,49.327586,-67.374836
BUBOB,56.224136,-61.830333
BUBON,49.245044,-67.963178
BUCFA,51.503672,-2.161414
BUCGO,51.768356,-2.610333
BUCHH,42.658614,-77.21835
BUCKO,39.293839,-79.825028
BUCYK,42.293364,-70.683756
BUDAC,42.765003,-72.011597
BUDAR,50.0,-52.0
BUDAY,35.897878,-77.858317
BUDIT,37.9725,-2.504444
BUDLY,41.583389,-70.601819
BUDON,57.701903,-0.56205
BUDRY,40.567311,-75.335875
BUDXE,50.471747,-3.295614
BUDYY,37.914336,-77.402644
BUFET,36.272069,-79.712817
BUFFR,39.459347,-77.598314
BUFFY,41.941108,-75.6126
BUFST,42.944875,-78.887794
BUGAY,35.76545,-77.965083
BUGEL,38.750167,-79.735364
BUGIX,42.358056,-3.635278
BUGSY,44.722653,-74.141411
BUGUP,51.876992,-1.616636
BUHBE,36.938333,-73.087778
BUKOX,36.802694,-4.858806
BUKRE,44.087964,-70.372461
BUKYY,38.705556,-76.745175
BULGE,43.428386,-78.926739
BULGR,39.316522,-77.483025
BULII,38.071214,-77.298481
BULOX,48.55,-0.766667
BULRD,39.254556,-76.568333
BULSI,39.112781,-77.320614
BUMOG,39.983889,-8.648056
BUMPP,37.942492,-77.852925
BUMUD,65.618661,-36.618872
BUNAV,46.5,-8.75
BUNED,52.62275,-6.630056
BUNEW,35.301372,-79.30755
BUNKK,37.526036,-77.064994
BUNON,52.374917,-9.543556
BUNOT,48.052583,-1.494444
BUNRE,41.579317,-74.046453
BUNZZ,38.872603,-77.926939
BUOYY,42.434844,-70.773517
BUPDE,40.598117,-74.565458
BURAY,40.531178,-75.2
BURDY,41.955317,-70.952069
BUREX,39.811056,-3.939306
BURGR,43.733122,-72.330703
BURGY,39.469333,-77.736069
BURLL,41.599497,-74.5597
BURNI,53.727156,-2.517739
BURNM,39.247806,-73.919875
BUROV,41.597167,-0.874667
BURRK,41.977267,-70.655658
BURST,42.522333,-77.845358
BURTT,38.433969,-79.814653
BUSEN,38.545,-10.0
BUSKY,40.502264,-75.501906
BUSSI,36.516942,-78.834011
BUSTR,39.838389,-78.098294
BUSVE,51.773336,-1.856078
BUSYA,41.969531,-79.731178
BUTAY,38.285864,-78.037206
BUTGE,35.829931,-77.195625
BUTOX,44.298928,-73.050706
BUTRE,41.475325,-70.724106
BUTRZ,38.526583,-77.794569
BUVBE,38.258536,-78.041381
BUVCA,41.193114,-79.936153
BUVKE,41.756781,-70.899019
BUXTO,43.659922,-70.537769
BUYLA,41.689258,-70.487869
BUZAD,51.942244,-0.552281
BUZIE,39.582758,-75.795125
BUZON,40.715094,-73.984164
BUZRD,41.546078,-70.964081
BUZZD,40.766042,-74.117939
BUZZY,35.505317,-79.385744
BW004,61.111931,-45.756933
BW005,61.028978,-46.075114
BW006,60.916761,-46.081458
BW020,61.188922,-45.376003
BW021,61.277581,-45.219069
BW022,61.356631,-45.078114
BWF06,61.043819,-45.630269
BWF47,61.088078,-45.622742
BWI06,60.961967,-45.772311
BWI47,61.082428,-45.759578
BWINE,39.803831,-75.558503
BWM06,61.11865,-45.499542
BWM47,61.12745,-45.505522
BWT47,61.111931,-45.756933
BYEBY,40.944231,-74.503403
BYEDN,39.678222,-75.6069
BYLND,42.546978,-71.098378
BYNAM,38.171808,-76.623336
BYNER,39.772617,-79.59235
BYRDD,40.092203,-75.818692
BYRNE,35.065197,-78.607942
BYSEA,42.464772,-71.188164
BYSEL,38.25075,-75.281353
BYULA,38.565325,-77.075744
BZ090,43.468972,-1.466056
BZ092,43.540944,-1.739333
BZ270,43.467556,-1.593556
BZ272,43.654444,-1.598111
BZ274,43.610194,-1.22925
BZ275,43.545528,-1.405333
BZ276,43.547,-1.24425
BZ277,43.470528,-1.403694
BZ360,43.58425,-1.593556
BZ501,43.395806,-1.262028
BZ503,43.394167,-1.439639
BZ504,43.367528,-1.454222
BZ505,43.392528,-1.593556
BZ506,43.350861,-1.566472
BZ507,43.390917,-1.737611
BZNGA,36.414667,-78.496967
C23LF,53.453561,-2.058178
C23LI,53.484728,-1.993053
CAAHL,42.395639,-72.914633
CAANO,38.529547,-74.9812
CAAPE,45.300008,-65.296142
CAARY,38.327692,-78.393642
CAASH,38.573269,-78.138414
CABAG,41.874097,-72.854736
CABAK,42.719867,-73.971328
CABBN,38.985267,-77.176653
CABCI,44.822206,-71.715317
CABEB,44.149744,-70.351206
CABED,35.726994,-78.400706
CABIP,43.875103,-72.167753
CABOD,39.970117,-74.749267
CABOO,37.115522,-76.240131
CABRL,37.813808,-77.735742
CABTO,42.358675,-73.691058
CACCU,39.665556,-72.129167
CACRA,40.406314,-75.141711
CACVA,42.396711,-71.364981
CADAX,40.531444,-75.568628
CADBI,41.648842,-79.744036
CADDE,41.851603,-72.844378
CADEG,43.298892,-71.822408
CADIB,41.115622,-79.851378
CADID,38.943131,-75.601847
CADIL,47.735278,-60.424444
CADIR,39.803219,-78.356792
CAFKI,41.917306,-77.744803
CAFOD,41.955925,-75.124603
CAGAG,40.311633,-74.159728
CAGER,36.992331,-76.633192
CAGLU,35.675939,-76.828508
CAGMO,68.608142,-53.225192
CAGON,39.812936,-74.286319
CAGUG,43.240164,-73.6051
CAGXY,37.601222,-75.795875
CAHOW,42.682558,-72.286581
CAHSO,43.054525,-75.983294
CAINA,65.391797,-18.192022
CAJIN,36.841508,-76.145825
CAKEY,35.790939,-78.909539
CAKIX,37.316908,-79.991869
CAKLO,45.151058,-67.248731
CAKOM,38.986319,-78.010472
CAKUP,45.627933,-70.229867
CALCE,43.362722,-3.316667
CALDA,53.774167,-2.643994
CALED,41.807731,-70.442769
CALEY,36.7409,-76.347878
CALFF,40.969706,-73.616961
CALMI,37.733608,-77.23665
CALMM,42.357242,-70.553792
CALPE,38.615353,-77.798089
CALRI,64.250803,-52.114725
CALRU,43.2098,-77.600983
CALUG,43.076189,-76.654219
CALVN,37.364381,-78.869689
CALVY,43.804336,-79.474467
CAMBR,41.703986,-73.23785
CAMEY,43.017642,-77.553492
CAMIR,38.229269,-77.496669
CAMMO,41.625503,-74.550917
CAMPI,37.949444,-4.997778
CAMPO,45.447208,-70.348536
CAMPU,41.698339,-72.400175
CAMRN,40.017303,-73.861058
CAMRU,40.423153,-76.586275
CAMTN,43.883889,-71.655833
CAMUP,38.916178,-79.857436
CAMWI,42.511658,-71.152661
CAN35,49.751261,-0.394731
CANAL,42.669031,-70.022711
CANAN,42.492839,-73.446686
CANAR,41.385833,-7.469722
CANDR,40.970986,-74.959828
CANEL,67.983856,-60.764025
CANFI,40.563611,-3.0675
CANME,45.487858,-67.621333
CANNY,39.061089,-75.677958
CANOB,36.759742,-76.015569
CANSU,49.0,0.0
CANTY,41.4914,-74.104372
CANUV,39.428514,-75.621231
CANZI,51.022583,-6.970011
CAPAB,37.270436,-79.2372
CAPAC,38.928283,-75.325497
CAPIN,37.177475,-79.287589
CAPIT,40.760553,-73.630406
CAPIV,38.934744,-79.023933
CAPKO,38.7057,-76.74515
CAPLU,43.2098,-77.600986
CAPNU,44.447703,-73.350489
CAPOE,38.853647,-78.374292
CAPON,39.305497,-78.429775
CAPUK,45.119333,-69.149781
CAPUM,42.796236,-75.536311
CAPVC,38.749667,-77.034711
CARAC,43.0,-60.0
CARAK,40.571542,-74.464719
CARAY,43.114886,-70.853475
CARBO,36.252222,-1.495
CARDA,44.681092,-68.3435
CARED,42.931597,-71.188411
CARLD,41.369,-72.536139
CARLL,38.760272,-77.442942
CARLO,41.034444,-2.169167
CARML,37.361817,-77.969003
CARMR,43.7987,-69.925817
CARUM,39.318425,-74.714486
CARVO,43.516433,-72.949203
CARVU,39.296619,-76.792153
CARWI,51.4183,-3.2956
CARYL,39.547464,-74.793639
CASAR,40.703333,-3.426389
CASEE,37.301033,-77.388928
CASEL,53.831147,-4.182431
CASID,45.976844,-64.863783
CASIL,42.744631,-74.581778
CASLE,40.905942,-73.720086
CASLU,38.540014,-9.809978
CASLY,38.054006,-77.861036
CASSH,41.593933,-73.704742
CASTL,39.644369,-75.606683
CASTR,48.866667,-66.833333
CASUB,40.494147,-74.657306
CASVI,40.108708,-74.194292
CATAL,37.440508,-77.602517
CATAR,35.835403,-79.300181
CATAY,39.111344,-76.773161
CATFE,39.406667,-72.3575
CATIE,41.345597,-71.810589
CATIK,44.058006,-72.4485
CATIR,43.2675,-73.348467
CATNU,35.764475,-78.220553
CATOD,40.542606,-73.537233
CATOG,45.917167,-72.883758
CATON,39.805333,-1.211667
CATTZ,35.781956,-78.889928
CATUT,44.502061,-69.03115
CATVI,39.097942,-76.820892
CATXO,40.778803,-74.253653
CAVDA,42.811806,-78.992825
CAVDI,38.425953,-76.912081
CAVDO,42.058633,-71.207769
CAVEN,39.832506,-77.286669
CAVIL,44.992083,-68.604783
CAVLR,38.239206,-77.483583
CAVRU,40.729578,-75.600522
CAVUM,39.094094,-76.914325
CAVUR,45.185278,-75.487778
CAVZA,40.656125,-74.679467
CAWZE,51.374264,-1.988903
CAXEN,44.371372,-70.707689
CAXID,36.048142,-78.693278
CAXIT,35.034714,-76.063711
CAXIX,44.936178,-67.062272
CAXON,44.128058,-76.361542
CAXOP,41.163556,-77.041511
CAXUN,40.694769,-73.871994
CAXUX,41.568794,-79.738614
CAYAV,35.661317,-79.536289
CAYLY,45.621206,-62.241717
CAZAR,38.503056,-5.237778
CAZON,37.430278,-6.185278
CB26,53.460453,-60.071797
CBEAR,42.255539,-71.160081
CBEAV,38.371947,-75.264772
CBIRD,44.842736,-71.101211
CCHIP,37.935225,-79.113836
CCS36,38.925064,-6.285575
CD02,36.581556,-6.137722
CD025,38.631411,-9.073472
CD03,40.854683,-5.570308
CD04,42.691611,-2.910361
CD05,45.561722,-0.460833
CD051,44.803111,-0.825111
CD052,44.890583,-0.726972
CD06,40.115528,-0.134278
CD07,35.570189,-0.777228
CD09,49.4221,-2.8196
CD10,53.354489,-6.748342
CD10Z,38.317208,-0.811842
CD11,43.628806,-6.312861
CD12,43.399806,-3.153028
CD12R,41.807389,-1.378167
CD13,36.869861,-4.771222
CD17,43.089111,-8.4765
CD18L,40.777583,-3.560722
CD18R,40.698139,-3.615083
CD20,36.924361,-5.974333
CD21,43.484417,-8.242333
CD216,38.024639,-4.690972
CD22,53.472403,-6.177669
CD23,45.738333,-0.138139
CD231,37.986333,-4.638306
CD23Y,45.742861,-0.128139
CD24,57.580081,-7.121344
CD25,35.667933,-5.067461
CD25L,35.702033,-0.368417
CD25R,35.710144,-0.372403
CD262,35.310361,-2.696
CD27,49.431953,-2.386919
CD28,53.283006,-6.059978
CD289,42.395667,-2.073833
CD28Z,38.250528,-0.332417
CD29,44.783917,-0.413297
CD30,43.192889,-2.568806
CD30L,41.994972,-0.121639
CD30R,41.574917,-0.692833
CD31,38.7425,-6.557222
CD32L,40.333167,-3.423722
CD32R,40.325722,-3.44075
CD35,42.7155,-8.359222
CD36Z,36.779453,-25.158422
CDIHE,42.0,-68.658333
CDLAC,44.549439,-68.299681
CDOGG,43.464094,-71.141056
CEBEE,36.881339,-76.158197
CEBER,39.436169,-77.858642
CEBET,36.98065,-76.931761
CEBOX,40.771586,-78.781222
CEBUV,42.790864,-76.772058
CEDAP,43.963089,-68.934903
CEDAR,52.518611,-1.82
CEDDA,40.929228,-74.312561
CEDER,39.040025,-78.005989
CEDMA,40.176583,-78.666778
CEDNA,35.781656,-77.958375
CEDOR,42.746156,-74.308372
CEDSA,43.102458,-76.296231
CEDUX,44.347675,-71.991211
CEEDE,35.903294,-79.8531
CEEGL,40.533556,-73.595917
CEETE,39.045703,-73.257469
CEFOU,47.737222,-69.0
CEFOX,38.551653,-9.402703
CEFSY,39.950278,-75.797314
CEGAM,42.983722,-2.236361
CEGAV,35.186669,-78.074561
CEGAX,37.451419,-77.414142
CEGLI,36.897403,-76.312203
CEGRU,36.101706,-76.123817
CEHJI,43.538617,-72.434569
CEHOG,40.608969,-77.957536
CEKAD,36.639558,-76.344936
CEKAN,42.160333,-76.586067
CEKAY,43.020725,-70.423553
CEKLU,42.380628,-72.703417
CEKOP,35.540036,-79.729764
CEKRA,43.689267,-72.955342
CELAC,39.921769,-77.937839
CELAG,39.043319,-78.764783
CELDU,40.746683,-77.297031
CELER,41.733861,-79.952842
CELIR,36.730828,-76.136928
CELLO,62.238333,-20.468333
CELPA,40.010444,-75.471033
CELSY,41.312236,-78.557139
CELTK,42.266403,-70.103425
CELVU,44.221483,-73.805547
CEMAD,40.550219,-79.350747
CEMAR,40.247028,-74.210611
CEMEK,39.832044,-75.208483
CEMFY,40.343208,-75.3024
CEMIG,43.121381,-77.724133
CEMKU,43.825081,-70.234411
CEMPA,42.838786,-72.193953
CENKO,35.067378,-78.663006
CENOX,43.332989,-73.587853
CENTA,39.900611,-1.432
CEPAG,43.088208,-77.750153
CEPAN,39.9904,-75.937817
CEPEB,42.976992,-76.792447
CEPGU,41.591831,-71.405619
CEPIG,41.56675,-71.234911
CEPKO,44.205661,-70.236011
CEPOG,40.893344,-73.782361
CEPTO,38.672078,-77.461561
CEPUL,41.777231,-69.720167
CERAA,42.285842,-71.043306
CERAP,42.706767,-73.202803
CERAV,38.866664,-76.1443
CERIN,36.898869,-76.215389
CERNI,40.158331,-76.385864
CEROD,41.320364,-70.143542
CEROL,38.316422,-78.794103
CERUP,42.240383,-76.762131
CERYA,35.465142,-79.578558
CESAL,44.385428,-73.134517
CESED,40.213767,-76.515494
CESET,39.308125,-78.169061
CESGE,47.366608,-68.563339
CESID,40.552028,-73.883283
CESIL,39.027997,-77.764119
CESON,43.182317,-77.998725
CESQA,51.661386,-1.619992
CESUG,46.833053,-68.327639
CETAK,44.358144,-73.227167
CETEL,40.148814,-76.230231
CETIX,40.213011,-78.737931
CETLA,38.828561,-78.420267
CETZO,40.902972,-75.157725
CEVAX,41.485656,-74.228331
CEVEY,44.379994,-72.057156
CEVIB,44.194711,-72.704247
CEWHI,53.943639,-8.53475
CEXEL,39.506486,-75.715611
CEXIR,40.332094,-75.491681
CEYAC,39.127781,-77.579156
CEYAK,42.814697,-72.276456
CEYAN,44.816517,-67.516908
CEYAP,43.907886,-75.503006
CEZAC,44.006692,-69.446169
CF01,38.93015,-75.390522
CF01Y,63.850122,-22.605483
CF02,41.541867,-72.592728
CF03,41.38085,-74.314547
CF04,54.461467,-6.058922
CF04X,63.999964,-51.8179
CF05,57.413786,-4.325719
CF05L,53.242769,-2.503553
CF05R,53.219772,-2.541392
CF06,51.210167,-0.972511
CF07,54.971636,-1.938189
CF08,54.064597,-4.8362
CF08R,51.111369,-0.454736
CF08Y,53.174036,-60.754661
CF09,66.907178,-51.203119
CF09L,51.476222,-0.751481
CF09R,51.463561,-0.748939
CF09Z,37.18575,-4.115917
CF0RX,37.602194,-1.03475
CF0RY,37.682722,-0.931194
CF0RZ,37.575444,-1.069083
CF10,63.984764,-22.925183
CF10Y,38.328556,-0.894111
CF11,48.334978,-71.295286
CF12,55.575622,-4.78695
CF12R,41.762281,-1.263964
CF13,53.366697,-4.750494
CF13L,40.671247,-73.849869
CF13R,40.653919,-73.863017
CF14,40.821144,-73.547672
CF14W,38.969533,-9.491183
CF14Y,38.956772,-9.477422
CF15,52.587292,-1.897106
CF15Y,42.938131,-1.769233
CF16,57.338739,-2.299167
CF17,54.801806,-6.309808
CF17Y,43.069103,-8.473306
CF17Z,43.088778,-8.479861
CF18,58.341817,-6.355128
CF19,51.949117,-1.285797
CF195,39.101036,-79.822581
CF19R,38.327178,-7.899636
CF19Y,64.337403,-21.977514
CF20,51.070264,-1.289778
CF20Y,36.89335,-5.987381
CF20Z,36.925111,-5.971861
CF21,52.200592,-0.487314
CF219,42.433575,-72.544283
CF21Y,43.442975,-8.261214
CF22,54.761436,-5.700314
CF22L,35.579994,-79.998231
CF22Y,40.591072,-3.328869
CF23,57.635381,-3.844719
CF23L,37.853819,-0.709956
CF23R,53.486458,-1.998811
CF24,51.330342,-0.611983
CF240,69.412881,-50.779197
CF25,55.100197,-1.453881
CF26,54.112317,-4.390319
CF26L,51.173664,-0.004003
CF27,59.905858,-0.974717
CF27L,51.465481,-0.167544
CF27R,51.478222,-0.166797
CF27W,37.418472,-5.675361
CF27X,37.418347,-5.745336
CF27Y,37.418347,-5.745336
CF27Z,37.418472,-5.675361
CF28,63.984772,-22.318633
CF284,36.808889,-2.138583
CF285,38.972533,-78.949956
CF29,50.032347,-5.059028
CF2LX,37.878167,-0.642861
CF30,55.415603,-4.324761
CF30Y,51.345781,-3.182853
CF30Z,61.965639,-6.886294
CF31,43.283511,-0.235644
CF32,41.671539,-78.45785
CF33,52.349775,-1.632639
CF35,42.716278,-8.354944
CF36,58.098253,-6.30885
CFBBX,39.106011,-76.747542
CFBBZ,39.141167,-76.778775
CFBFK,38.838231,-77.104761
CFBGW,38.9295,-77.079831
CFBKF,41.724711,-72.648953
CFBLJ,38.9847,-77.686992
CFBLT,37.224208,-79.267633
CFBMF,40.628503,-73.841417
CFBMG,40.633047,-73.825622
CFBMK,42.688603,-74.038375
CFBMM,40.871717,-74.161136
CFBMP,40.728367,-74.180578
CFBMQ,40.840447,-74.143003
CFBMT,35.193269,-77.7556
CFBMX,37.582461,-77.363406
CFBMZ,37.562114,-77.256744
CFBNB,37.541814,-77.405922
CFBNC,37.586722,-77.317586
CFBND,37.425425,-77.312653
CFBNF,37.470264,-77.2244
CFBNH,37.452544,-77.395214
CFBNJ,37.433914,-77.297514
CFBNK,37.098883,-77.995747
CFBNN,40.254925,-75.360403
CFBNP,40.798319,-73.815175
CFBNQ,40.671908,-74.109025
CFBNR,40.575122,-74.140464
CFBPP,38.9606,-77.686883
CFBSH,40.029353,-74.446539
CFBTZ,40.687478,-73.245194
CFBXJ,38.727456,-77.519389
CFCCJ,40.393656,-75.321856
CFCDV,41.895103,-71.282317
CFCFW,41.761372,-70.129617
CFCGN,44.717231,-75.262206
CFCHM,42.645817,-79.421461
CFCHP,41.325206,-73.673581
CFCHQ,41.169989,-73.658197
CFCHV,43.028492,-71.393689
CFCHW,41.041889,-73.611211
CFCJJ,42.244719,-79.051808
CFCJL,41.168011,-73.707667
CFCJX,36.931583,-76.111231
CFCLC,43.064611,-76.035489
CFDHN,43.070242,-76.011686
CFDJM,43.070953,-76.008686
CFDMH,43.155247,-76.013719
CFDRR,40.153189,-77.096356
CFDRX,41.117817,-73.822164
CFDTG,37.645444,-77.426972
CFDWJ,36.018003,-78.33625
CFDWV,41.930178,-78.805497
CFDZN,37.331728,-79.914958
CFFBH,41.031239,-73.564944
CFFBP,37.372836,-79.895064
CFFBQ,37.223783,-79.832275
CFFBR,37.176008,-79.927794
CFFBT,36.864725,-76.288333
CFFBW,42.3544,-70.937386
CFFCN,42.407139,-70.864064
CFFFR,42.292228,-70.847508
CFFGJ,40.717269,-73.009836
CFFGL,40.816883,-72.879122
CFFGQ,39.219119,-76.8101
CFFGW,39.806722,-79.829114
CFFGZ,41.765617,-71.324328
CFFHB,41.810475,-71.419506
CFFHC,41.679233,-71.555875
CFFHD,37.521111,-76.771406
CFFHG,40.241153,-74.944544
CFFHH,40.177111,-74.865072
CFFHJ,40.278639,-74.726436
CFFHL,40.277489,-74.726458
CFFHN,39.133889,-76.568356
CFFHP,39.085147,-76.655244
CFFJL,38.86915,-77.062186
CFFJM,38.880167,-77.0914
CFFRB,41.843986,-72.733781
CFFRC,41.902231,-72.813572
CFFRD,42.031597,-72.644108
CFFRF,41.973228,-72.564294
CFFSN,36.261583,-79.782561
CFGBK,35.936561,-77.769319
CFGGV,40.029236,-74.446594
CFGHQ,43.063708,-76.223236
CFGXR,38.59055,-76.787839
CFHBJ,43.119808,-78.301742
CFHHD,42.462206,-79.902214
CFHLN,43.063111,-76.225281
CFHSN,42.95345,-78.643253
CFHXR,40.128256,-74.531547
CFJJB,43.009133,-78.703078
CFJRZ,42.962361,-78.637069
CFLBJ,38.876503,-77.407358
CFLBT,39.125386,-76.659619
CFLCJ,39.325519,-76.754914
CFLCM,39.283183,-76.830281
CFLCN,39.204281,-76.506231
CFLCQ,39.115219,-76.585386
CFLDF,37.303328,-79.961019
CFLFX,39.881481,-75.212644
CFLGA,40.748711,-73.85835
CFLGZ,38.876503,-77.407336
CFLNN,40.646389,-73.756953
CFLSR,42.257836,-71.703536
CFLVP,41.156842,-73.1317
CFMCB,41.561997,-70.354847
CFMCD,43.109067,-78.747325
CFMCG,43.132894,-77.322428
CFMDR,42.587933,-71.259633
CFMKH,42.872294,-78.755581
CFMNB,42.875811,-78.745808
CFMPW,42.962544,-78.883264
CFMRJ,42.925817,-78.831231
CFNBR,42.954161,-78.640467
CFNRV,41.514478,-75.253128
CFPHR,35.379158,-78.476006
CFQFT,43.004044,-78.711044
CFQHD,43.284086,-79.085353
CFQRL,38.590522,-76.808778
CFRBD,42.945697,-78.918222
CFRLM,40.906017,-74.380075
CFSHT,40.279142,-74.819781
CFSKX,43.123044,-79.065122
CFTBR,42.961794,-78.966539
CFTZC,41.591672,-71.284325
CFVGQ,42.986206,-71.527778
CFVKH,44.993342,-69.098169
CFVLP,35.771056,-78.841522
CFVVL,35.838317,-78.919136
CFVVM,35.770828,-78.840514
CFVVN,35.911678,-78.663506
CFVVP,35.987578,-78.734844
CFVWJ,42.842575,-71.442769
CFVXC,43.100789,-79.061206
CFZJV,40.125208,-74.534806
CFZKG,40.022775,-74.463892
CHAIR,40.196969,-74.363389
CHALN,40.674386,-73.653269
CHANT,40.316192,-73.756942
CHANY,44.250247,-74.59815
CHAPL,35.891153,-79.048983
CHARE,51.603167,-0.264833
CHARN,54.889722,-80.0
CHARP,51.396522,-55.817689
CHASE,52.613197,-1.9172
CHATH,45.364647,-65.981819
CHATR,39.204203,-77.462186
CHAWB,37.995856,-75.510636
CHAYN,38.93,-77.116667
CHAZR,39.49115,-75.741147
CHDMN,39.216422,-77.45575
CHELC,42.424517,-70.976228
CHENA,37.357778,-5.481389
CHERN,42.823425,-71.602217
CHESA,40.594067,-74.23105
CHESY,42.713344,-77.287369
CHETM,39.801169,-75.461681
CHEUY,42.229722,-72.542222
CHEWE,40.732758,-74.837669
CHHAD,44.370097,-74.289144
CHIMP,36.936992,-76.289975
CHINN,57.964167,-4.188094
CHIRM,35.809439,-78.719894
CHKST,42.398614,-71.690631
CHLSE,40.6767,-76.249942
CHNZO,40.898439,-73.910478
CHOPY,41.5317,-70.453739
CHPMN,39.729592,-75.082506
CHRIT,44.979622,-67.472025
CHUBB,49.431667,-2.808333
CHUBY,36.039978,-72.326719
CHUMI,39.104331,-77.052922
CHUMR,40.699222,-74.126336
CHURK,38.48465,-76.21825
CHWAN,36.164392,-76.695739
CHWDA,43.952572,-70.3443
CHWDH,42.304317,-70.729706
CHWDR,35.705111,-79.010375
CI03,46.978319,-1.743414
CI05,54.429006,-1.579028
CI06,55.815336,-3.7665
CI07,51.70855,-1.806914
CI08Y,54.988506,-7.422883
CI08Z,54.979872,-7.463597
CI09,58.951236,-3.176933
CI09Y,37.186028,-4.085667
CI10Z,38.324497,-0.864997
CI14Y,53.95755,-1.801836
CI14Z,53.982136,-1.839878
CI15Y,38.922331,-27.259192
CI16,57.343367,-2.302611
CI17,41.453658,-8.735358
CI18,52.914483,-2.658864
CI20,53.704758,-0.260353
CI21Y,41.077717,-5.414061
CI21Z,41.097667,-5.399944
CI23,57.823417,-3.128444
CI23Y,45.757917,-0.143972
CI24,56.057661,-3.052686
CI25,53.794914,-2.635136
CI25L,35.706483,-0.370497
CI25R,35.708617,-0.371511
CI25Y,36.905861,-2.116325
CI26,56.400236,-2.537478
CI26B,52.235064,-9.262428
CI27,58.963353,-2.663608
CI28Y,35.707719,-5.669639
CI28Z,35.707328,-5.665572
CI29Y,43.495694,-5.7495
CI29Z,43.494639,-5.745139
CI2LY,48.489658,-4.233039
CI2LZ,48.506358,-4.158472
CI30R,41.543278,-0.750833
CI30Y,37.646297,-25.396072
CI31Y,38.808189,-6.673236
CI31Z,38.781944,-6.626111
CI32,53.749428,-1.482231
CI35,53.995039,-3.211314
CI36,39.631669,-8.895083
CI361,40.741203,-8.630308
CI362,40.720736,-8.628481
CIBAC,37.524683,-76.700272
CIBEN,37.315742,-76.639656
CIBEV,44.639947,-67.441011
CIBID,41.598811,-73.933753
CIBNI,41.054539,-72.529172
CIBOP,39.86135,-74.898589
CIBRA,36.822064,-77.717492
CIBRO,38.193567,-78.966494
CIBTA,42.932517,-73.350275
CIBTO,43.640261,-72.953597
CICAT,40.839942,-75.268061
CIDGO,37.942203,-75.350481
CIDLO,38.189172,-26.738456
CIDOB,39.429697,-75.978722
CIGBA,41.009472,-79.817414
CIGPA,42.595481,-72.328794
CIGVE,36.853639,-75.986644
CIKOR,36.122014,-78.236967
CIKSO,39.588411,-74.787303
CILAN,40.007425,-74.811028
CILDA,40.423594,-75.285161
CILGI,41.418469,-75.632294
CILVA,40.805497,-72.676086
CIMBL,40.753125,-74.005314
CIMLO,41.412397,-78.624081
CIMOG,36.901775,-78.861989
CIMOT,43.455086,-73.649217
CIMVI,42.818878,-72.276133
CINCE,38.255278,-73.118056
CINDI,39.24665,-76.312825
CINOD,43.790269,-72.363117
CINUP,40.322,-74.317639
